Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
56.42%;6.29%;19.32%;2.13%;1.13%;0.88%;0.02%;0.19%;0.05%;13.56%;264.4811884;76.88518722;14.30916364;1040.279881;100.72%;770.1587447;384.593808;-6.814709309;20.87838665;0.020878387;5.198718276;19.73554716;0.740971897;434.5522515;480.4318485;517.8043885;364.3631441;;61.10499573;1.2;80.00%;99.97%;0.05;148.272934;3;144.6185913;0.03;0.02;60.97541046;0.808165695;98.00%;2.446504116;0.1;0.1;2.5;80.00%;0.9;0.85;3407.354655;1480.166037;4887.520691;8.974176278;1000;0.2;800
61.42%;2.16%;12.47%;2.82%;1.28%;0.49%;0.12%;0.57%;0.02%;18.66%;238.8899769;62.93860975;38.12921887;783.2775654;90.46%;624.7745437;335.2528294;25.42566309;59.54543266;0.059545433;14.82681273;56.28603943;43.38219843;513.1079951;669.579986;583.0445824;505.6370208;;71.91213989;1.2;80.00%;99.89%;0.05;149.3900604;3;140.9016876;0.03;0.02;60.66859055;0.773626296;98.00%;2.586154938;0.1;0.1;2.5;80.00%;0.9;0.85;12712.83154;4221.452957;16934.2845;28.41502684;1000;0.2;800
49.87%;2.60%;24.11%;1.16%;0.57%;0.63%;0.04%;0.07%;0.13%;20.83%;260.034438;55.66334231;13.95473484;856.7849196;89.07%;669.5674171;378.5677193;22.51704794;20.47047501;0.020470475;5.097148277;19.34996375;-2.060607641;386.7815483;368.8781477;458.5936164;280.3915032;;52.3004303;1.2;80.00%;98.79%;0.05;140.1054993;3;141.0206299;0.03;0.02;64.57688141;0.775117876;98.00%;2.735141039;0.1;0.1;2.5;80.00%;0.9;0.85;11258.52397;1451.247281;12709.77125;19.19573493;1000;0.2;800
52.98%;7.15%;19.87%;1.25%;1.34%;0.88%;0.05%;0.46%;0.01%;16.00%;211.1435765;72.65752941;16.38214378;826.6026222;96.94%;591.7335675;301.6479199;26.32605528;24.60471009;0.02460471;6.126572812;23.25789939;14.8945667;366.2178363;553.9197383;599.9831077;418.881845;;71.67962646;1.2;80.00%;98.78%;0.05;146.1119537;3;156.913147;0.03;0.02;58.60588455;0.754783782;98.00%;2.749808788;0.1;0.1;2.5;80.00%;0.9;0.85;13163.02764;1744.342455;14907.37009;7.412320129;1000;0.2;800
59.62%;3.24%;22.65%;2.63%;1.28%;0.32%;0.16%;0.34%;0.14%;9.63%;224.3232038;63.69402345;43.11899542;835.8334427;83.37%;540.6546139;307.7310111;80.72614897;67.69633451;0.067696335;16.85638729;63.99077785;48.70581905;505.0245079;718.7669212;620.4720574;542.3387243;;72.03790283;1.2;80.00%;98.79%;0.05;144.1329346;3;145.5816345;0.03;0.02;59.71712112;0.785380789;98.00%;2.890618324;0.1;0.1;2.5;80.00%;0.9;0.85;40363.07448;4799.308339;45162.38282;18.37933866;1000;0.2;800
53.04%;2.77%;16.68%;2.03%;0.41%;0.66%;0.19%;0.43%;0.13%;23.66%;252.4152803;64.80184643;20.30621238;960.0834454;91.30%;666.2563201;360.1891257;16.39129517;30.72068423;0.030720684;7.649450374;29.03909782;6.074029705;423.9711948;586.9549688;619.4185366;443.9557196;;73.837883;1.2;80.00%;96.21%;0.05;149.8477325;3;151.5443726;0.03;0.02;58.57450485;0.779913429;98.00%;2.925170422;0.1;0.1;2.5;80.00%;0.9;0.85;8195.647586;2177.932337;10373.57992;19.1440506;1000;0.2;800
55.59%;2.59%;21.90%;2.62%;0.39%;0.34%;0.14%;0.26%;0.03%;16.15%;224.5619065;67.76701688;17.40717487;889.8393012;92.43%;600.0818815;312.7023759;44.59583991;26.23900583;0.026239006;6.533512451;24.80273718;15.78478286;376.5791753;484.9874717;529.7304363;367.2152365;;67.55710602;1.2;80.00%;99.41%;0.05;143.0426025;3;145.9273224;0.03;0.02;52.26893997;0.7855647;98.00%;2.719515562;0.1;0.1;2.5;80.00%;0.9;0.85;22297.91995;1860.205288;24158.12524;21.42882648;1000;0.2;800
54.84%;6.15%;22.85%;2.64%;0.59%;0.56%;0.26%;0.17%;0.05%;11.89%;235.3417623;62.91917196;16.42075998;857.85645;93.24%;634.3719438;339.1510994;27.89064388;24.56663853;0.024566639;6.117092994;23.22191179;15.1425905;386.0069521;534.2283579;590.727734;404.2558596;;68.21691895;1.2;80.00%;96.83%;0.05;147.1763763;3;159.0714874;0.03;0.02;56.49607849;0.81471242;98.00%;2.911494255;0.1;0.1;2.5;80.00%;0.9;0.85;13945.32194;1741.643385;15686.96532;8.91436472;1000;0.2;800
52.33%;4.34%;24.88%;2.48%;0.37%;0.54%;0.16%;0.59%;0.10%;14.20%;232.1665791;64.45748047;37.28442436;899.2605438;90.06%;604.4998057;316.2113398;52.85341271;58.25784641;0.058257846;14.50620376;55.06893297;45.7447608;499.4431771;746.1316937;658.7146472;562.9806957;;66.49323273;1.2;80.00%;99.67%;0.05;143.047287;3;148.5310669;0.03;0.02;51.56216812;0.795505074;98.00%;2.509857655;0.1;0.1;2.5;80.00%;0.9;0.85;26426.70636;4130.169973;30556.87633;12.05034664;1000;0.2;800
59.40%;4.08%;19.34%;0.55%;0.27%;0.67%;0.02%;0.36%;0.06%;15.26%;221.5515617;51.74401147;26.59159655;727.3171803;88.91%;569.4543592;314.4463264;21.54859046;41.12637189;0.041126372;10.2404666;38.87519977;24.95269705;418.4552257;672.978652;675.2949261;508.1106836;;66.25319672;1.2;80.00%;97.49%;0.05;148.7491455;3;149.3370361;0.03;0.02;61.59302521;0.817789411;98.00%;2.512919426;0.1;0.1;2.5;80.00%;0.9;0.85;10774.29523;2915.639982;13689.93521;14.56736045;1000;0.2;800
50.20%;5.97%;19.92%;1.90%;0.94%;0.49%;0.18%;0.49%;0.10%;19.80%;251.4894396;54.67698786;25.14668695;797.090288;89.73%;652.3889141;351.9335528;44.00743846;38.61748705;0.038617487;9.615754276;36.50364607;26.6382514;447.0017327;557.6068111;557.602498;421.678058;;54.61135101;1.2;80.00%;99.77%;0.05;140.6038818;3;158.4014435;0.03;0.02;51.32117081;0.770354832;98.00%;2.890489817;0.1;0.1;2.5;80.00%;0.9;0.85;22003.71923;2737.773455;24741.49269;8.409870637;1000;0.2;800
53.45%;3.27%;23.50%;0.40%;0.53%;0.66%;0.27%;0.10%;0.03%;17.80%;212.5316056;54.7840518;36.11993689;819.9663296;85.05%;522.5993544;296.5817944;64.87349813;56.53004493;0.056530045;14.07598119;53.43570776;38.68519682;454.9173461;660.6173137;608.7337689;498.6835274;;56.84901047;1.2;80.00%;99.61%;0.05;142.2582855;3;149.9374237;0.03;0.02;69.82603455;0.818788661;98.00%;2.522840977;0.1;0.1;2.5;80.00%;0.9;0.85;32436.74907;4007.678082;36444.42715;16.32395227;1000;0.2;800
50.00%;4.32%;12.09%;0.91%;1.34%;0.53%;0.05%;0.49%;0.09%;30.18%;226.2778712;57.71790255;20.35921519;760.4703575;95.08%;621.9970105;324.4180655;10.82115434;31.00715289;0.031007153;7.72078107;29.30988578;14.43353576;404.8721167;558.4285084;581.926928;422.3374662;;59.79079437;1.2;80.00%;99.34%;0.05;141.6322021;3;143.7696381;0.03;0.02;55.6023407;0.725330728;98.00%;2.940452576;0.1;0.1;2.5;80.00%;0.9;0.85;5410.57717;2198.241434;7608.818604;11.56117219;1000;0.2;800
60.78%;4.30%;24.64%;2.60%;0.73%;0.39%;0.21%;0.52%;0.03%;5.80%;211.6789858;51.90559638;26.44491484;821.9603329;81.41%;498.2019749;298.9778937;51.02943408;40.95632676;0.040956327;10.19812536;38.71446255;22.20377677;384.647715;442.5460388;471.3455532;335.1310203;;68.48182678;1.2;80.00%;97.91%;0.05;147.905838;3;153.4105072;0.03;0.02;62.33158112;0.799621144;98.00%;2.95828867;0.1;0.1;2.5;80.00%;0.9;0.85;25514.71704;2903.584691;28418.30173;14.12733701;1000;0.2;800
57.13%;2.84%;18.97%;2.64%;0.38%;0.35%;0.14%;0.16%;0.04%;17.35%;257.3190964;69.13587053;26.54955266;1005.742948;91.88%;683.5194297;361.2127438;39.68756497;40.7433594;0.040743359;10.14509649;38.51315258;24.97335865;469.8393974;680.4795876;662.2377661;514.0670113;;67.25953674;1.2;80.00%;99.57%;0.05;143.2336731;3;145.7769928;0.03;0.02;69.73161316;0.766631463;98.00%;2.548356771;0.1;0.1;2.5;80.00%;0.9;0.85;19843.78249;2888.486443;22732.26893;20.09709394;1000;0.2;800
57.20%;3.08%;13.93%;0.90%;0.56%;0.45%;0.02%;0.37%;0.07%;23.42%;241.8977729;64.07426672;17.91482221;823.6448847;90.67%;634.0714456;348.6217306;31.71584828;26.92425718;0.026924257;6.704140037;25.45047929;14.77518662;394.7530002;497.4373952;552.9851382;376.7279942;;62.56370163;1.2;80.00%;97.04%;0.05;146.372345;3;149.4230347;0.03;0.02;68.85942078;0.725916408;98.00%;2.544298172;0.1;0.1;2.5;80.00%;0.9;0.85;15857.92414;1908.785947;17766.71009;18.55299136;1000;0.2;800
61.28%;7.38%;17.64%;2.87%;0.56%;0.40%;0.13%;0.31%;0.10%;9.33%;242.168979;71.43464037;19.33194907;829.8884133;85.98%;601.9298279;339.7373637;64.77940768;29.19777055;0.029197771;7.270244868;27.59954527;18.03581092;388.1990546;428.0869199;484.3023254;324.6868531;;66.07855225;1.2;80.00%;99.65%;0.05;147.910141;3;153.1625519;0.03;0.02;56.24194336;0.730936792;98.00%;2.021758556;0.1;0.1;2.5;80.00%;0.9;0.85;32389.70384;2069.965895;34459.66974;8.3083944;1000;0.2;800
56.92%;7.05%;17.46%;2.63%;1.22%;0.42%;0.13%;0.38%;0.11%;13.69%;259.4672445;83.29488709;44.68392872;736.3621507;85.05%;637.9476181;361.4147382;53.11251937;69.85710089;0.069857101;17.39441812;66.03326837;56.07426383;558.3077757;705.4790387;592.4150192;532.9228224;;58.05062485;1.2;80.00%;99.77%;0.05;149.2855988;3;141.9581604;0.03;0.02;56.21008682;0.796688256;98.00%;2.448289871;0.1;0.1;2.5;80.00%;0.9;0.85;26556.25968;4952.495128;31508.75481;8.077719497;1000;0.2;800
61.54%;4.16%;24.90%;2.49%;1.28%;0.80%;0.15%;0.35%;0.06%;4.29%;240.9800076;86.1570644;42.68518496;855.6504794;95.33%;664.1778775;335.4484711;-13.88301449;66.73249593;0.066732496;16.61639149;63.07969779;40.22688183;558.6505201;683.2073085;544.9955033;516.1766749;;51.87618637;1.2;80.00%;99.99%;0.05;140.2825623;3;141.95047;0.03;0.02;55.81082153;0.79675943;98.00%;2.946534395;0.1;0.1;2.5;80.00%;0.9;0.85;6941.507247;4730.977334;11672.48458;14.80767239;1000;0.2;800
62.45%;7.40%;15.67%;2.86%;0.59%;0.43%;0.17%;0.26%;0.10%;10.07%;260.5489902;63.33610569;25.70088048;1005.087727;91.33%;687.9608862;373.7714785;11.15257141;39.35933205;0.039359332;9.80047368;37.20488401;14.43907505;466.5305027;661.1836163;657.7790628;499.6307288;;62.30190659;1.2;80.00%;99.02%;0.05;142.1894226;3;151.5029602;0.03;0.02;61.67240524;0.798711938;98.00%;2.26444006;0.1;0.1;2.5;80.00%;0.9;0.85;5576.285706;2790.366301;8366.652007;8.435876703;1000;0.2;800
53.07%;4.38%;24.75%;1.14%;1.02%;0.39%;0.22%;0.23%;0.05%;14.76%;264.4137844;65.5769395;44.78575288;785.1708789;86.95%;664.6323576;366.5134721;36.36783782;70.11307121;0.070113071;17.45815473;66.2752274;54.18264604;571.6876599;680.3907653;555.9741076;513.9325076;;60.83256531;1.2;80.00%;98.38%;0.05;146.3098145;3;140.137558;0.03;0.02;53.19776535;0.770068094;98.00%;2.296256065;0.1;0.1;2.5;80.00%;0.9;0.85;18183.91891;4970.642055;23154.56096;12.11930916;1000;0.2;800
60.04%;5.05%;21.90%;0.50%;1.32%;0.40%;0.10%;0.05%;0.13%;10.52%;224.6917937;62.6363818;26.85145396;695.2279103;88.63%;575.738085;315.0807422;13.26721571;41.47195127;0.041471951;10.32651587;39.20186284;17.84740041;422.8002572;651.9368095;649.4599944;492.3971472;;58.18956375;1.2;80.00%;99.38%;0.05;140.0124207;3;142.2358704;0.03;0.02;51.46097183;0.810566261;98.00%;2.24805975;0.1;0.1;2.5;80.00%;0.9;0.85;6633.607856;2940.139713;9573.747569;11.89985709;1000;0.2;800
59.28%;5.92%;16.14%;2.76%;1.23%;0.68%;0.11%;0.27%;0.14%;13.46%;254.1917092;63.6845802;30.893806;751.7806461;91.64%;673.4291354;359.5906781;16.80394937;47.78204779;0.047782048;11.8977299;45.1665578;26.81123105;491.4370483;620.3330545;577.2214482;468.8612441;;59.9139328;1.2;80.00%;97.18%;0.05;145.0073853;3;157.3808289;0.03;0.02;68.18183899;0.818048578;98.00%;2.791565657;0.1;0.1;2.5;80.00%;0.9;0.85;8401.974683;3387.491835;11789.46652;10.01573018;1000;0.2;800
60.53%;5.57%;21.25%;1.40%;0.37%;0.65%;0.21%;0.11%;0.06%;9.85%;250.9753417;59.13059407;35.97139523;897.3957292;88.35%;641.0626232;345.0136802;65.75573455;56.05231586;0.056052316;13.95702665;52.98412858;34.18138858;507.6711436;633.8793366;561.3287946;478.8269193;;72.45766449;1.2;80.00%;99.87%;0.05;145.0366974;3;154.2142792;0.03;0.02;64.15366364;0.734764234;98.00%;2.799965858;0.1;0.1;2.5;80.00%;0.9;0.85;32877.86728;3973.809644;36851.67692;10.87243112;1000;0.2;800
55.45%;2.16%;24.95%;2.45%;0.39%;0.55%;0.10%;0.08%;0.02%;13.85%;256.284743;53.74562661;33.93375551;913.6556471;79.83%;591.4723722;362.8107437;66.49862429;52.72798933;0.052727989;13.12926934;49.84176878;36.32191738;472.4742177;649.418535;634.8684654;490.6334359;;68.35704803;1.2;80.00%;97.84%;0.05;142.6661835;3;159.684906;0.03;0.02;51.49911118;0.757062476;98.00%;2.509550571;0.1;0.1;2.5;80.00%;0.9;0.85;33249.31215;3738.132658;36987.44481;25.67440075;1000;0.2;800
59.82%;2.92%;16.73%;2.78%;1.44%;0.71%;0.07%;0.58%;0.06%;14.88%;234.7847639;78.39859798;13.91725372;824.7356206;94.30%;640.0552952;334.3760382;50.32391184;20.45571751;0.020455718;5.09347366;19.33601404;6.304854742;373.0521313;572.985215;639.3568506;433.5241624;;50.33174896;1.2;80.00%;98.03%;0.05;147.3666077;3;140.5619659;0.03;0.02;59.12915039;0.818064579;98.00%;2.200860023;0.1;0.1;2.5;80.00%;0.9;0.85;25161.95592;1450.201053;26612.15697;20.50792754;1000;0.2;800
49.93%;5.46%;15.22%;1.54%;0.97%;0.50%;0.10%;0.29%;0.08%;25.90%;253.2805809;75.81854154;18.4277011;755.4754111;98.42%;720.7078171;359.6984735;-24.19842562;27.6264602;0.02762646;6.87898859;26.11424518;10.73729864;437.2682936;494.702378;509.3502053;374.9262376;;60.40353775;1.2;80.00%;100.00%;0.05;149.571228;3;149.0895844;0.03;0.02;65.78020477;0.782816118;98.00%;2.743118525;0.1;0.1;2.5;80.00%;0.9;0.85;12099.21281;1958.568389;14057.7812;9.142773752;1000;0.2;800
58.73%;3.67%;13.61%;0.46%;1.42%;0.35%;0.10%;0.52%;0.14%;21.01%;211.4113506;60.41688977;33.15988845;795.1126944;89.53%;547.1905768;297.0724027;53.93524857;51.7243987;0.051724399;12.87937528;48.89311261;35.97224859;447.9752557;549.7992282;504.143979;415.5618313;;61.37815475;1.2;80.00%;100.00%;0.05;147.8975372;3;149.6566162;0.03;0.02;50.00437164;0.748187963;98.00%;2.595699787;0.1;0.1;2.5;80.00%;0.9;0.85;26967.62428;3666.983446;30634.60773;16.01872678;1000;0.2;800
56.75%;7.24%;24.62%;1.40%;0.42%;0.40%;0.26%;0.12%;0.01%;8.77%;248.6631122;56.45890427;22.75160903;836.0701144;85.00%;611.0493994;357.6348739;66.74635743;34.72389973;0.0347239;8.646251034;32.82318563;11.77817434;413.4126026;420.9526524;465.1107356;319.252987;;74.28430939;1.2;80.00%;99.93%;0.05;149.220459;3;148.3572998;0.03;0.02;51.48777008;0.82439113;98.00%;2.110372543;0.1;0.1;2.5;80.00%;0.9;0.85;33373.17872;2461.738922;35834.91764;7.837678131;1000;0.2;800
58.43%;7.41%;19.97%;2.18%;0.90%;0.74%;0.09%;0.40%;0.06%;9.82%;240.2840878;75.74818522;43.78628514;710.9694189;95.02%;660.0552218;334.351137;6.489387943;68.57766759;0.068577668;17.07583923;64.82386859;54.93449298;564.0150269;780.1707227;635.1594594;588.7371402;;61.61341858;1.2;80.00%;98.95%;0.05;143.7846527;3;152.3173218;0.03;0.02;63.072052;0.818091781;98.00%;2.228077412;0.1;0.1;2.5;80.00%;0.9;0.85;3244.693972;4861.790144;8106.484116;7.882218153;1000;0.2;800
57.81%;4.69%;17.23%;0.58%;1.25%;0.72%;0.25%;0.50%;0.13%;16.84%;247.3633569;53.15564418;44.72128256;701.7098822;85.63%;612.3653031;341.222763;51.59259496;70.19917985;0.07019918;17.47959578;66.35662264;46.26214116;547.673484;745.3885751;627.0065404;562.3742947;;52.45388794;1.2;80.00%;99.23%;0.05;140.0434265;3;150.6606903;0.03;0.02;57.85398102;0.762656595;98.00%;2.913985968;0.1;0.1;2.5;80.00%;0.9;0.85;25796.29748;4976.746698;30773.04418;12.33588666;1000;0.2;800
59.31%;1.80%;24.65%;0.43%;1.33%;0.38%;0.07%;0.40%;0.10%;11.53%;244.7461814;51.32579397;28.69621582;906.104583;83.31%;589.490342;346.2572021;56.15544353;44.3803453;0.044380345;11.05070598;41.95105743;18.76616534;440.2007844;542.7076538;548.5835027;410.4746981;;61.86365891;1.2;80.00%;99.40%;0.05;146.4116211;3;153.9920959;0.03;0.02;60.73819351;0.788890794;98.00%;2.924591064;0.1;0.1;2.5;80.00%;0.9;0.85;28077.72177;3146.329307;31224.05107;32.98074636;1000;0.2;800
52.50%;3.09%;12.45%;1.02%;1.35%;0.60%;0.29%;0.25%;0.03%;28.41%;251.1286979;67.82097135;11.83133621;980.2181899;95.20%;691.1536202;364.7099104;45.40704199;17.03260159;0.017032602;4.241117797;16.10027238;-2.873112623;383.6858132;509.082582;588.2362335;385.5869273;;63.07481003;1.2;80.00%;99.85%;0.05;149.6201019;3;154.2700043;0.03;0.02;58.81804657;0.774815781;98.00%;2.75057745;0.1;0.1;2.5;80.00%;0.9;0.85;22703.521;1207.520429;23911.04142;16.99066634;1000;0.2;800
49.47%;4.66%;17.31%;0.90%;1.08%;0.65%;0.11%;0.49%;0.14%;25.19%;222.2905333;68.92293263;19.3101319;854.6443214;94.51%;607.389855;319.796691;32.26152973;29.26548186;0.029265482;7.287104983;27.6635502;13.70694939;391.610153;382.3141658;416.7807538;290.3359535;;52.37392426;1.2;80.00%;100.00%;0.05;141.8593597;3;151.9453125;0.03;0.02;69.95959473;0.78437647;98.00%;2.829223633;0.1;0.1;2.5;80.00%;0.9;0.85;16130.76486;2074.766265;18205.53113;10.60488628;1000;0.2;800
54.92%;6.81%;22.33%;1.12%;0.97%;0.77%;0.29%;0.54%;0.11%;12.14%;209.4370751;65.48666665;28.49213467;832.1322134;93.03%;563.2914096;296.5142362;27.15815705;44.17663898;0.044176639;10.99998311;41.75850157;27.66554964;427.0051728;540.4402973;517.1567775;408.7422701;;52.75199509;1.2;80.00%;99.83%;0.05;141.3995667;3;142.2406464;0.03;0.02;53.96370697;0.724562889;98.00%;2.370085955;0.1;0.1;2.5;80.00%;0.9;0.85;13579.07852;3131.887618;16710.96614;8.060272005;1000;0.2;800
52.51%;3.82%;24.76%;2.22%;0.71%;0.76%;0.21%;0.58%;0.09%;14.32%;232.5198006;57.61696863;41.17151654;728.2087073;78.93%;530.6008576;323.8274088;37.82767459;64.52906416;0.064529064;16.06773698;60.9968773;44.98614685;489.0123084;733.0536787;668.0635768;553.1667074;;58.66759872;1.2;80.00%;99.27%;0.05;143.8748169;3;157.4452972;0.03;0.02;55.68130875;0.807164107;98.00%;2.387713909;0.1;0.1;2.5;80.00%;0.9;0.85;18913.83729;4574.765797;23488.60309;13.74757549;1000;0.2;800
52.46%;5.37%;17.96%;0.47%;1.20%;0.59%;0.17%;0.28%;0.01%;21.47%;222.3232386;73.90441341;23.60958798;752.5339637;98.62%;633.8451488;315.9205915;51.34817756;36.17461101;0.036174611;9.007478142;34.19448799;16.3485076;429.6828072;647.5634766;634.5771087;489.1756456;;55.51712036;1.2;80.00%;99.80%;0.05;143.9188232;3;147.1007233;0.03;0.02;54.45672989;0.799213611;98.00%;2.78514576;0.1;0.1;2.5;80.00%;0.9;0.85;25674.08878;2564.586599;28238.67538;9.769312063;1000;0.2;800
53.04%;2.44%;20.64%;1.01%;1.01%;0.28%;0.20%;0.34%;0.07%;20.97%;222.1045476;56.81360385;32.64795036;824.6088059;89.51%;574.7723468;312.6134383;14.14228299;50.85557757;0.050855578;12.66303882;48.07184895;31.67944846;457.6165349;573.8592692;531.0948613;433.7894668;;53.65574646;1.2;80.00%;99.75%;0.05;149.3397217;3;142.951767;0.03;0.02;59.27419662;0.804872581;98.00%;2.581935406;0.1;0.1;2.5;80.00%;0.9;0.85;7071.141496;3605.388671;10676.53017;21.73534004;1000;0.2;800
52.01%;6.64%;16.28%;2.60%;0.29%;0.70%;0.28%;0.33%;0.12%;20.74%;224.5625626;54.00898352;15.44243319;764.6208728;93.72%;608.4507795;324.7857942;28.42606491;23.11085642;0.023110856;5.75460325;21.84581617;4.178115197;368.690249;479.0146368;542.7144524;362.6408175;;58.06299591;1.2;80.00%;100.00%;0.05;142.5214844;3;140.5384521;0.03;0.02;53.98242569;0.782101424;98.00%;2.630461454;0.1;0.1;2.5;80.00%;0.9;0.85;14213.03246;1638.436213;15851.46867;7.837725934;1000;0.2;800
51.52%;7.59%;20.24%;0.47%;1.29%;0.41%;0.06%;0.20%;0.14%;18.07%;220.2002755;55.2918934;40.07025368;768.8687785;85.27%;542.8466162;306.5984391;33.45940346;62.84531502;0.062845315;15.64848344;59.40529309;52.76615587;488.3015969;645.7770657;564.8125976;487.5222168;;50.99651337;1.2;80.00%;98.48%;0.05;146.2392883;3;154.3033447;0.03;0.02;61.97238159;0.807033299;98.00%;2.41426754;0.1;0.1;2.5;80.00%;0.9;0.85;16729.70173;4455.396982;21185.09871;6.784432027;1000;0.2;800
59.60%;6.69%;14.01%;1.85%;1.50%;0.31%;0.15%;0.20%;0.04%;15.66%;218.1339661;56.23346519;45.68206418;695.0034197;85.81%;541.1385666;296.5511779;66.10460251;71.92086846;0.071920868;17.90829625;67.98406959;45.87556832;521.1997622;725.9819316;599.7042311;547.5883941;;71.22793579;1.2;80.00%;100.00%;0.05;143.5765839;3;148.0897064;0.03;0.02;64.68312073;0.768453647;98.00%;2.772182941;0.1;0.1;2.5;80.00%;0.9;0.85;33052.30126;5098.805219;38151.10647;8.910304656;1000;0.2;800
52.70%;7.39%;22.58%;0.33%;0.56%;0.87%;0.03%;0.34%;0.03%;15.16%;252.3158775;48.54221172;40.48018151;878.0916919;80.62%;588.0745007;354.0438661;50.12486074;63.34278436;0.063342784;15.7723533;59.87553198;34.39198281;510.7562368;590.3342096;525.7484037;446.1651185;;54.70449066;1.2;80.00%;96.42%;0.05;144.1310272;3;147.9050751;0.03;0.02;53.31078339;0.754057618;98.00%;2.641974449;0.1;0.1;2.5;80.00%;0.9;0.85;25062.43037;4490.664899;29553.09527;7.133094359;1000;0.2;800
49.54%;6.76%;15.91%;1.21%;1.28%;0.89%;0.18%;0.40%;0.13%;23.70%;223.1341062;65.61317217;44.51606438;793.5512761;82.13%;529.8269956;298.6569134;41.44893982;69.97342168;0.069973422;17.423382;66.143222;49.76070209;508.5626903;774.1748731;664.8709644;583.9372981;;57.73014832;1.2;80.00%;99.86%;0.05;141.1972656;3;148.8255615;0.03;0.02;58.09569168;0.810107025;98.00%;2.167280436;0.1;0.1;2.5;80.00%;0.9;0.85;20724.46991;4960.74165;25685.21156;7.322601809;1000;0.2;800
57.52%;1.74%;20.85%;1.34%;0.26%;0.81%;0.16%;0.30%;0.08%;16.94%;209.7267158;63.74170992;40.81861219;631.2599883;91.65%;555.7121474;290.3238564;22.30122537;64.06686312;0.064066863;15.95264892;60.55997618;37.14275741;498.6040932;629.0323402;521.5897187;475.0453293;;65.01007843;1.2;80.00%;98.70%;0.05;147.1134491;3;152.915863;0.03;0.02;64.56259155;0.787840175;98.00%;2.761576176;0.1;0.1;2.5;80.00%;0.9;0.85;11150.61269;4541.998213;15692.6109;32.98585496;1000;0.2;800
49.10%;5.85%;14.26%;0.60%;0.32%;0.48%;0.28%;0.45%;0.12%;28.53%;243.5099439;48.93105468;11.39689373;845.5255848;89.21%;628.0478713;351.2051614;65.98094028;16.51330789;0.016513308;4.111813666;15.60940374;1.473310466;352.7813819;471.076895;575.2850296;356.7665912;;66.15209198;1.2;80.00%;99.70%;0.05;146.4595947;3;140.0397034;0.03;0.02;51.08901978;0.754499199;98.00%;2.972919464;0.1;0.1;2.5;80.00%;0.9;0.85;32990.47014;1170.70528;34161.17542;8.394872619;1000;0.2;800
58.48%;2.29%;15.94%;2.05%;1.00%;0.71%;0.24%;0.45%;0.13%;18.70%;207.8936835;63.00314614;35.43017328;858.1313425;86.59%;520.450356;289.9081687;7.768283032;55.39522191;0.055395222;13.79341026;52.36300259;46.72891147;449.8745956;543.3035988;491.2495374;410.8054076;;65.46888733;1.2;80.00%;98.51%;0.05;149.2948151;3;158.4360657;0.03;0.02;67.1767807;0.819811453;98.00%;2.243227482;0.1;0.1;2.5;80.00%;0.9;0.85;3884.141516;3927.225194;7811.36671;25.52486669;1000;0.2;800
