Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
62.47%;2.20%;19.43%;2.77%;0.72%;0.56%;0.01%;0.29%;0.10%;11.46%;264.4865594;65.0933745;14.2373164;6844.8892238;95.67%;731.4982628;385.3604072;11.0375839;20.8353070;0.0000000;5.1879915;19.6948256;10.0242438;474.3127116;478.4729890;480.6416863;362.7570823;;56.70246887;1.2;80.00%;99.97%;0.05;146.706604;3;147.6127777;0.03;0.02;53.70427322;0.808364756;98.00%;2.905460358;0.1;0.1;2.5;80.00%;0.9;0.85;5518.7919371;1477.1119225;6995.9038596;28.3954545;1000;0.2;800
56.42%;6.29%;19.32%;2.13%;1.13%;0.88%;0.02%;0.19%;0.05%;13.56%;238.8719655;65.4565979;38.1537721;5645.5019533;87.33%;603.1200733;334.9578841;41.6848585;59.5700369;0.0485069;14.8329392;56.3092969;36.0885878;668.4122757;670.2314218;430.1174016;506.1257639;;61.10499573;1.2;80.00%;99.89%;0.05;148.272934;3;144.6185913;0.03;0.02;60.97541046;0.773599355;98.00%;2.446504116;0.1;0.1;2.5;80.00%;0.9;0.85;20842.4292744;4223.1972694;25065.6265438;8.9697933;1000;0.2;800
61.42%;2.16%;12.47%;2.82%;1.28%;0.49%;0.12%;0.57%;0.02%;18.66%;260.0410514;76.4670860;14.0183357;6189.9895072;94.52%;710.6030104;374.5189207;3.5387651;20.4564833;0.0000000;5.0936643;19.3367379;5.2572575;462.4357066;379.1788067;385.5113511;288.3366554;;71.91213989;1.2;80.00%;98.79%;0.05;149.3900604;3;140.9016876;0.03;0.02;60.66859055;0.775170812;98.00%;2.586154938;0.1;0.1;2.5;80.00%;0.9;0.85;1769.3825703;1450.2553421;3219.6379124;28.4351852;1000;0.2;800
49.87%;2.60%;24.11%;1.16%;0.57%;0.63%;0.04%;0.07%;0.13%;20.83%;211.1404629;67.8175181;16.3743813;5558.6186037;92.69%;565.7910226;301.6119196;37.2695943;24.6235447;0.1473504;6.1312626;23.2757030;14.0941063;422.5990175;554.1616839;546.4116146;419.0086181;;52.3004303;1.2;80.00%;98.78%;0.05;140.1054993;3;141.0206299;0.03;0.02;64.57688141;0.754775564;98.00%;2.735141039;0.1;0.1;2.5;80.00%;0.9;0.85;18634.7971580;1745.6777266;20380.4748846;19.1807692;1000;0.2;800
52.98%;7.15%;19.87%;1.25%;1.34%;0.88%;0.05%;0.46%;0.01%;16.00%;224.3076344;55.3162962;43.0968614;5843.7977533;83.87%;543.8992902;307.7101761;45.0532981;67.7147479;0.2755255;16.8609722;64.0081833;40.5787922;694.3998227;718.6680963;431.4885280;542.3147665;;71.67962646;1.2;80.00%;98.79%;0.05;146.1119537;3;156.913147;0.03;0.02;58.60588455;0.785398223;98.00%;2.749808788;0.1;0.1;2.5;80.00%;0.9;0.85;22526.6490331;4800.6137482;27327.2627812;7.4097902;1000;0.2;800
59.62%;3.24%;22.65%;2.63%;1.28%;0.32%;0.16%;0.34%;0.14%;9.63%;252.4201805;68.9027993;20.2759019;6593.6625757;90.07%;657.2544910;351.1526260;36.2250135;30.6847249;0.0000000;7.6404965;29.0051068;13.0058863;504.7897739;610.0275144;554.0523831;461.1659628;;72.03790283;1.2;80.00%;96.21%;0.05;144.1329346;3;145.5816345;0.03;0.02;59.71712112;0.779942327;98.00%;2.890618324;0.1;0.1;2.5;80.00%;0.9;0.85;18112.5067532;2175.3830132;20287.8897664;18.4012346;1000;0.2;800
53.04%;2.77%;16.68%;2.03%;0.41%;0.66%;0.19%;0.43%;0.13%;23.66%;224.5616634;61.5420452;17.4059963;6094.7719243;93.29%;605.6596496;322.7486514;38.4490858;26.2335457;0.1638314;6.5321529;24.7975759;16.5937978;451.9015073;459.3088596;437.3172900;347.9787850;;73.837883;1.2;80.00%;99.41%;0.05;149.8477325;3;151.5443726;0.03;0.02;58.57450485;0.785558981;98.00%;2.925170422;0.1;0.1;2.5;80.00%;0.9;0.85;19224.5428908;1859.8181933;21084.3610841;19.1480144;1000;0.2;800
55.59%;2.59%;21.90%;2.62%;0.39%;0.34%;0.14%;0.26%;0.03%;16.15%;235.3578972;53.2843800;16.3357860;5571.8732590;91.48%;622.4291501;330.6416266;37.3984105;24.5288387;0.0783358;6.1076808;23.1861811;15.4623597;448.3817839;556.0524465;543.6135584;420.4192941;;67.55710602;1.2;80.00%;96.83%;0.05;143.0426025;3;145.9273224;0.03;0.02;52.26893997;0.814695278;98.00%;2.719515562;0.1;0.1;2.5;80.00%;0.9;0.85;18699.2052294;1738.9635815;20438.1688109;21.4633205;1000;0.2;800
54.84%;6.15%;22.85%;2.64%;0.59%;0.56%;0.26%;0.17%;0.05%;11.89%;232.1825343;56.1199480;37.2657593;6334.2695589;87.08%;584.5435542;324.8033582;42.5545412;58.2441538;0.2278728;14.5027943;55.0559898;39.4041360;651.7135701;724.2456347;494.7735574;546.6221407;;68.21691895;1.2;80.00%;99.67%;0.05;147.1763763;3;159.0714874;0.03;0.02;56.49607849;0.795523092;98.00%;2.911494255;0.1;0.1;2.5;80.00%;0.9;0.85;21277.2706003;4129.1992379;25406.4698382;8.9170732;1000;0.2;800
52.33%;4.34%;24.88%;2.48%;0.37%;0.54%;0.16%;0.59%;0.10%;14.20%;221.5556532;47.5063182;26.5421976;4917.0093554;88.27%;565.3677498;307.9430587;39.3211904;41.1023784;0.1941260;10.2344922;38.8525197;28.1780081;530.4832585;689.2573933;573.7093766;520.1440408;;66.49323273;1.2;80.00%;97.49%;0.05;143.047287;3;148.5310669;0.03;0.02;51.56216812;0.817689056;98.00%;2.509857655;0.1;0.1;2.5;80.00%;0.9;0.85;19660.5952036;2913.9389744;22574.5341780;12.0576037;1000;0.2;800
59.40%;4.08%;19.34%;0.55%;0.27%;0.67%;0.02%;0.36%;0.06%;15.26%;251.4887407;73.7031729;25.2579929;6007.4678767;91.84%;667.7274167;359.7921168;39.7127381;38.6400240;0.0000000;9.6213660;36.5249494;27.1125975;561.3448949;537.6568233;428.7869525;406.9986723;;66.25319672;1.2;80.00%;99.77%;0.05;148.7491455;3;149.3370361;0.03;0.02;61.59302521;0.770464156;98.00%;2.512919426;0.1;0.1;2.5;80.00%;0.9;0.85;19856.3690589;2739.3712018;22595.7402606;14.5588235;1000;0.2;800
50.20%;5.97%;19.92%;1.90%;0.94%;0.49%;0.18%;0.49%;0.10%;19.80%;212.5376226;44.2544681;36.0825294;5579.0027418;86.32%;530.3843557;296.1642164;42.9468904;56.5394468;0.3359970;14.0783223;53.4445950;35.3126978;615.3513729;661.6528738;448.6323144;499.4106353;;54.61135101;1.2;80.00%;99.61%;0.05;140.6038818;3;158.4014435;0.03;0.02;51.32117081;0.818810452;98.00%;2.890489817;0.1;0.1;2.5;80.00%;0.9;0.85;21473.4452035;4008.3446261;25481.7898296;8.4087102;1000;0.2;800
53.45%;3.27%;23.50%;0.40%;0.53%;0.66%;0.27%;0.10%;0.03%;17.80%;226.2975284;83.7186360;20.4372200;5744.3226745;92.22%;603.3314633;323.5988689;37.7949602;30.9688427;0.1450038;7.7112418;29.2736726;19.2211260;481.9890530;560.5616358;507.6280190;424.1650367;;56.84901047;1.2;80.00%;99.34%;0.05;142.2582855;3;149.9374237;0.03;0.02;69.82603455;0.725345944;98.00%;2.522840977;0.1;0.1;2.5;80.00%;0.9;0.85;18897.4800862;2195.5254485;21093.0055347;16.3455657;1000;0.2;800
50.00%;4.32%;12.09%;0.91%;1.34%;0.53%;0.05%;0.49%;0.09%;30.18%;211.6908592;50.6252845;26.4019880;5653.1966129;88.27%;540.2301792;294.9453616;39.2691882;40.9129666;0.2004071;10.1873287;38.6734758;20.2745150;517.3734730;452.6087873;340.6938345;342.5956416;;59.79079437;1.2;80.00%;97.91%;0.05;141.6322021;3;143.7696381;0.03;0.02;55.6023407;0.799677728;98.00%;2.940452576;0.1;0.1;2.5;80.00%;0.9;0.85;19634.5940786;2900.5106842;22535.1047628;11.5740741;1000;0.2;800
60.78%;4.30%;24.64%;2.60%;0.73%;0.39%;0.21%;0.52%;0.03%;5.80%;257.3314084;76.6214253;26.5830809;7264.2164138;91.44%;680.2489071;367.0982656;40.2138818;40.7235547;0.0043478;10.1401651;38.4944319;25.0110219;581.2023630;665.4170231;541.4740827;502.9137071;;68.48182678;1.2;80.00%;99.57%;0.05;147.905838;3;153.4105072;0.03;0.02;62.33158112;0.766669753;98.00%;2.95828867;0.1;0.1;2.5;80.00%;0.9;0.85;20106.9408920;2887.0823940;22994.0232860;14.1348837;1000;0.2;800
57.13%;2.84%;18.97%;2.64%;0.38%;0.35%;0.14%;0.16%;0.04%;17.35%;241.8779757;88.3363259;17.9713448;6027.8772301;91.28%;638.3312154;339.9942100;37.7863236;26.8964873;0.0394823;6.6972253;25.4242295;17.3360238;471.2179606;519.3570114;490.0523507;393.3560328;;67.25953674;1.2;80.00%;97.04%;0.05;143.2336731;3;145.7769928;0.03;0.02;69.73161316;0.725906488;98.00%;2.548356771;0.1;0.1;2.5;80.00%;0.9;0.85;18893.1617896;1906.8172091;20799.9789987;20.1161972;1000;0.2;800
57.20%;3.08%;13.93%;0.90%;0.56%;0.45%;0.02%;0.37%;0.07%;23.42%;242.1743429;88.2090950;19.4053107;6134.7922945;93.30%;653.2232251;348.5791238;40.1445368;29.1694299;0.0401446;7.2631880;27.5727559;17.6179413;492.6887862;405.4848449;360.1076921;308.0161421;;62.56370163;1.2;80.00%;99.65%;0.05;146.372345;3;149.4230347;0.03;0.02;68.85942078;0.730962371;98.00%;2.544298172;0.1;0.1;2.5;80.00%;0.9;0.85;20072.2684006;2067.9566915;22140.2250922;18.5714286;1000;0.2;800
61.28%;7.38%;17.64%;2.87%;0.56%;0.40%;0.13%;0.31%;0.10%;9.33%;259.4483170;61.7346820;44.6209232;4962.1897156;86.28%;647.1305324;361.7684566;43.6349244;69.8929845;0.0232867;17.4033531;66.0671878;48.4689632;756.5335419;704.7613223;392.9901465;532.1486238;;66.07855225;1.2;80.00%;99.77%;0.05;147.910141;3;153.1625519;0.03;0.02;56.24194336;0.796620705;98.00%;2.021758556;0.1;0.1;2.5;80.00%;0.9;0.85;21817.4622235;4955.0390855;26772.5013090;8.3035230;1000;0.2;800
56.92%;7.05%;17.46%;2.63%;1.22%;0.42%;0.13%;0.38%;0.11%;13.69%;240.9888741;57.1542332;42.5929302;5574.0796791;86.10%;599.8808338;336.1543607;40.5326831;66.7676885;0.0181809;16.6251544;63.1129640;40.8213266;714.2567967;681.5256346;394.1228956;514.4583226;;58.05062485;1.2;80.00%;99.99%;0.05;149.2855988;3;141.9581604;0.03;0.02;56.21008682;0.796840267;98.00%;2.448289871;0.1;0.1;2.5;80.00%;0.9;0.85;20266.3415578;4733.4722972;24999.8138550;8.0737589;1000;0.2;800
61.54%;4.16%;24.90%;2.49%;1.28%;0.80%;0.15%;0.35%;0.06%;4.29%;260.5491095;64.7950741;25.7211402;6985.2951270;91.29%;687.6385896;370.2950557;11.2518475;39.3976715;0.0000000;9.8100202;37.2411248;19.6065700;575.8036006;670.3502211;554.5569332;506.4948205;;51.87618637;1.2;80.00%;99.02%;0.05;140.2825623;3;141.95047;0.03;0.02;55.81082153;0.798736915;98.00%;2.946534395;0.1;0.1;2.5;80.00%;0.9;0.85;5625.9237577;2793.0843626;8419.0081203;14.7932692;1000;0.2;800
62.45%;7.40%;15.67%;2.86%;0.59%;0.43%;0.17%;0.26%;0.10%;10.07%;264.4018831;72.1059026;44.7868854;5788.3758786;85.27%;651.8059673;364.3135449;42.2585693;70.0823964;0.0000000;17.4505167;66.2462317;48.3724563;760.0259577;685.8202909;372.3710012;518.0660302;;62.30190659;1.2;80.00%;98.38%;0.05;142.1894226;3;151.5029602;0.03;0.02;61.67240524;0.770049553;98.00%;2.26444006;0.1;0.1;2.5;80.00%;0.9;0.85;21129.2846540;4968.4673757;26097.7520298;8.4391892;1000;0.2;800
53.07%;4.38%;24.75%;1.14%;1.02%;0.39%;0.22%;0.23%;0.05%;14.76%;224.6886779;51.3777853;26.8202811;4681.5086762;90.02%;584.7348838;318.0886934;36.7195849;41.4812022;0.0729658;10.3288193;39.2106074;23.2649944;542.0495995;644.4057452;523.8111604;486.5134996;;60.83256531;1.2;80.00%;99.38%;0.05;146.3098145;3;140.137558;0.03;0.02;53.19776535;0.810454378;98.00%;2.296256065;0.1;0.1;2.5;80.00%;0.9;0.85;18359.7924337;2940.7955548;21300.5879886;12.1164384;1000;0.2;800
60.04%;5.05%;21.90%;0.50%;1.32%;0.40%;0.10%;0.05%;0.13%;10.52%;254.1983837;54.1042142;30.8628151;5038.8016384;87.87%;645.7470426;352.0793161;29.5173804;47.8265002;0.0000000;11.9087986;45.2085770;25.6720141;611.4707033;639.7206824;472.5452374;483.2238486;;58.18956375;1.2;80.00%;97.18%;0.05;140.0124207;3;142.2358704;0.03;0.02;51.46097183;0.818149251;98.00%;2.24805975;0.1;0.1;2.5;80.00%;0.9;0.85;14758.6902043;3390.6432767;18149.3334810;11.8891089;1000;0.2;800
59.28%;5.92%;16.14%;2.76%;1.23%;0.68%;0.11%;0.27%;0.14%;13.46%;250.9806826;85.1219506;36.1078194;7095.4599466;88.54%;642.4697639;353.9119326;43.6855975;56.0659171;0.0952082;13.9604134;52.9969853;32.6339650;663.8800442;611.0670841;390.7074178;462.2017291;;59.9139328;1.2;80.00%;99.87%;0.05;145.0073853;3;157.3808289;0.03;0.02;68.18183899;0.734850918;98.00%;2.791565657;0.1;0.1;2.5;80.00%;0.9;0.85;21842.7987624;3974.7739006;25817.5726630;10.0135135;1000;0.2;800
60.53%;5.57%;21.25%;1.40%;0.37%;0.65%;0.21%;0.11%;0.06%;9.85%;256.2729541;76.8708456;34.0219524;6905.0572626;87.59%;648.9821465;355.8734226;41.5254042;52.7512092;0.0569634;13.1350511;49.8637176;37.0028353;645.4376402;667.2556298;467.7165718;504.2283882;;72.45766449;1.2;80.00%;97.84%;0.05;145.0366974;3;154.2142792;0.03;0.02;64.15366364;0.757075381;98.00%;2.799965858;0.1;0.1;2.5;80.00%;0.9;0.85;20762.7021063;3739.7788220;24502.4809283;10.8671454;1000;0.2;800
55.45%;2.16%;24.95%;2.45%;0.39%;0.55%;0.10%;0.08%;0.02%;13.85%;234.7651628;53.1696044;13.8183673;5150.8567982;93.41%;634.0061274;334.9518929;40.8024158;20.4564833;0.1931675;5.0936643;19.3367379;12.3772575;426.9975004;571.4203809;585.2693831;432.1034641;;68.35704803;1.2;80.00%;98.03%;0.05;142.6661835;3;159.684906;0.03;0.02;51.49911118;0.818001793;98.00%;2.509550571;0.1;0.1;2.5;80.00%;0.9;0.85;20401.2078873;1450.2553421;21851.4632295;25.6712963;1000;0.2;800
59.82%;2.92%;16.73%;2.78%;1.44%;0.71%;0.07%;0.58%;0.06%;14.88%;253.2669439;71.1847531;18.4452140;5177.1134670;94.21%;689.7928640;366.6887271;10.9074499;27.6541348;0.0000000;6.8858796;26.1404049;9.4299963;499.7894218;476.8477556;437.8280799;361.4432836;;50.33174896;1.2;80.00%;100.00%;0.05;147.3666077;3;140.5619659;0.03;0.02;59.12915039;0.782785283;98.00%;2.200860023;0.1;0.1;2.5;80.00%;0.9;0.85;5453.7249393;1960.5303699;7414.2553092;20.4863014;1000;0.2;800
49.93%;5.46%;15.22%;1.54%;0.97%;0.50%;0.10%;0.29%;0.08%;25.90%;211.3944920;66.3794456;33.1743887;5764.4643791;87.65%;535.6445045;297.0486091;41.1583497;51.7094438;0.2430656;12.8756515;48.8789763;31.4136232;585.9990000;549.6434600;367.5429178;415.5979721;;60.40353775;1.2;80.00%;100.00%;0.05;149.571228;3;149.0895844;0.03;0.02;65.78020477;0.748251111;98.00%;2.743118525;0.1;0.1;2.5;80.00%;0.9;0.85;20579.1748482;3665.9232259;24245.0980741;9.1446886;1000;0.2;800
58.73%;3.67%;13.61%;0.46%;1.42%;0.35%;0.10%;0.52%;0.14%;21.01%;248.6520832;53.6490859;22.7602737;5730.2508656;92.69%;666.3189276;357.3760714;39.7311211;34.7570804;0.0071992;8.6545130;32.8545500;14.9709885;535.4788580;421.7224346;338.1016159;319.8005624;;61.37815475;1.2;80.00%;99.93%;0.05;147.8975372;3;149.6566162;0.03;0.02;50.00437164;0.824423011;98.00%;2.595699787;0.1;0.1;2.5;80.00%;0.9;0.85;19865.5605450;2464.0912526;22329.6517976;16.0027248;1000;0.2;800
56.75%;7.24%;24.62%;1.40%;0.42%;0.40%;0.26%;0.12%;0.01%;8.77%;240.2691251;49.4304880;43.6662724;4632.5188300;84.82%;589.1627844;331.3195791;40.8774731;68.5671013;0.0989518;17.0732082;64.8138807;48.5845113;721.3782182;787.7987731;489.7137302;594.1062702;;74.28430939;1.2;80.00%;98.95%;0.05;149.220459;3;148.3572998;0.03;0.02;51.48777008;0.817932091;98.00%;2.110372543;0.1;0.1;2.5;80.00%;0.9;0.85;20438.7365470;4861.0410541;25299.7776011;7.8383978;1000;0.2;800
58.43%;7.41%;19.97%;2.18%;0.90%;0.74%;0.09%;0.40%;0.06%;9.82%;247.3819380;69.9930413;44.7774402;5420.3918376;85.11%;608.7092353;342.1552013;43.8803560;70.1771023;0.0936255;17.4740985;66.3357536;45.9642029;740.5465287;742.8900432;433.0785547;560.7543959;;61.61341858;1.2;80.00%;99.23%;0.05;143.7846527;3;152.3173218;0.03;0.02;63.072052;0.762762799;98.00%;2.228077412;0.1;0.1;2.5;80.00%;0.9;0.85;21940.1780130;4975.1815208;26915.3595338;7.8852901;1000;0.2;800
57.81%;4.69%;17.23%;0.58%;1.25%;0.72%;0.25%;0.50%;0.13%;16.84%;244.7569714;63.5714771;28.7695281;6641.6354319;90.18%;638.0995031;346.8191060;39.3731469;44.4170864;0.0590662;11.0598545;41.9857874;23.6491378;585.9824404;541.4279347;397.0369789;409.6431833;;52.45388794;1.2;80.00%;99.40%;0.05;140.0434265;3;150.6606903;0.03;0.02;57.85398102;0.789059553;98.00%;2.913985968;0.1;0.1;2.5;80.00%;0.9;0.85;19686.5734613;3148.9340530;22835.5075143;12.3262260;1000;0.2;800
59.31%;1.80%;24.65%;0.43%;1.33%;0.38%;0.07%;0.40%;0.10%;11.53%;251.1076971;75.1746699;11.8739648;6830.0865624;96.05%;697.2884329;366.2775467;39.5653464;17.0470694;0.0132139;4.2447203;16.1139482;2.2743813;433.8637992;504.9669458;534.8112282;382.6156011;;61.86365891;1.2;80.00%;99.85%;0.05;146.4116211;3;153.9920959;0.03;0.02;60.73819351;0.774826923;98.00%;2.924591064;0.1;0.1;2.5;80.00%;0.9;0.85;19782.6732088;1208.5461184;20991.2193272;32.9500000;1000;0.2;800
52.50%;3.09%;12.45%;1.02%;1.35%;0.60%;0.29%;0.25%;0.03%;28.41%;222.2754021;61.2151154;19.2796533;5724.5963386;93.12%;598.4012504;320.2370876;38.3632985;29.2641358;0.2000437;7.2867698;27.6622778;11.3696878;468.6057629;381.0407710;339.7565073;289.2823386;;63.07481003;1.2;80.00%;100.00%;0.05;149.6201019;3;154.2700043;0.03;0.02;58.81804657;0.784356311;98.00%;2.75057745;0.1;0.1;2.5;80.00%;0.9;0.85;19181.6492711;2074.6708366;21256.3201077;16.9902913;1000;0.2;800
49.47%;4.66%;17.31%;0.90%;1.08%;0.65%;0.11%;0.49%;0.14%;25.19%;209.4469361;75.1567697;28.5025338;6050.8205677;89.12%;539.6233091;296.0823203;41.0868027;44.1329685;0.2743457;10.9891092;41.7172216;24.7938982;538.2971282;541.3863101;408.7224605;409.5527024;;52.37392426;1.2;80.00%;99.83%;0.05;141.8593597;3;151.9453125;0.03;0.02;69.95959473;0.724574873;98.00%;2.829223633;0.1;0.1;2.5;80.00%;0.9;0.85;20543.4013335;3128.7916177;23672.1929512;10.6158798;1000;0.2;800
54.92%;6.81%;22.33%;1.12%;0.97%;0.77%;0.29%;0.54%;0.11%;12.14%;232.5212397;51.5127645;41.1212889;5096.8065786;85.47%;574.5450806;322.1591772;38.6838024;64.4947459;0.0768735;16.0591917;60.9644375;41.0994091;688.0534626;737.1920271;466.7770337;556.0887734;;52.75199509;1.2;80.00%;99.27%;0.05;141.3995667;3;142.2406464;0.03;0.02;53.96370697;0.807117599;98.00%;2.370085955;0.1;0.1;2.5;80.00%;0.9;0.85;19341.9011914;4572.3328147;23914.2340061;8.0646109;1000;0.2;800
52.51%;3.82%;24.76%;2.22%;0.71%;0.76%;0.21%;0.58%;0.09%;14.32%;222.3177403;55.2280974;23.5411212;4888.6134446;91.45%;587.7724571;317.5285654;40.5805219;36.1776695;0.2413606;9.0082397;34.1973791;21.7271869;508.7353751;643.2892833;558.0735503;485.8990440;;58.66759872;1.2;80.00%;99.80%;0.05;143.8748169;3;157.4452972;0.03;0.02;55.68130875;0.799221193;98.00%;2.387713909;0.1;0.1;2.5;80.00%;0.9;0.85;20290.2609500;2564.8034291;22855.0643791;13.7460733;1000;0.2;800
52.46%;5.37%;17.96%;0.47%;1.20%;0.59%;0.17%;0.28%;0.01%;21.47%;222.1060494;51.4535509;32.6270588;5704.0848157;88.22%;566.4436814;312.4686812;39.8136945;50.8570904;0.1622922;12.6634155;48.0732789;28.9279041;594.8167145;573.9617734;394.1596026;433.7029499;;55.51712036;1.2;80.00%;99.75%;0.05;143.9188232;3;147.1007233;0.03;0.02;54.45672989;0.804940975;98.00%;2.78514576;0.1;0.1;2.5;80.00%;0.9;0.85;19906.8472721;3605.4959200;23512.3431920;9.7690875;1000;0.2;800
53.04%;2.44%;20.64%;1.01%;1.01%;0.28%;0.20%;0.34%;0.07%;20.97%;224.5616634;63.5627317;15.4811529;5422.0544963;94.51%;613.5797879;325.5725957;35.9637005;23.1082496;0.0700466;5.7539542;21.8433521;9.4261613;435.1393151;477.0064807;474.2132682;361.2131728;;53.65574646;1.2;80.00%;100.00%;0.05;149.3397217;3;142.951767;0.03;0.02;59.27419662;0.782095698;98.00%;2.581935406;0.1;0.1;2.5;80.00%;0.9;0.85;17981.8502730;1638.2514050;19620.1016779;21.7377049;1000;0.2;800
52.01%;6.64%;16.28%;2.60%;0.29%;0.70%;0.28%;0.33%;0.12%;20.74%;220.2008317;48.1899411;40.0547662;5307.3014496;84.40%;537.2965176;302.3139916;38.1694102;62.8847449;0.1399132;15.6583015;59.4425646;45.3197175;660.2872044;656.7518770;400.4258278;495.6223405;;58.06299591;1.2;80.00%;98.48%;0.05;142.5214844;3;140.5384521;0.03;0.02;53.98242569;0.807059589;98.00%;2.630461454;0.1;0.1;2.5;80.00%;0.9;0.85;19084.7050850;4458.1923480;23542.8974330;7.8328313;1000;0.2;800
51.52%;7.59%;20.24%;0.47%;1.29%;0.41%;0.06%;0.20%;0.14%;18.07%;218.1262613;58.7889271;45.6791746;5162.7177410;83.56%;526.9241671;300.6795281;44.7104428;71.8818093;0.2785940;17.8985705;67.9471484;44.1356410;713.8396529;715.2901592;402.2114412;539.7592775;;50.99651337;1.2;80.00%;100.00%;0.05;146.2392883;3;154.3033447;0.03;0.02;61.97238159;0.768458510;98.00%;2.41426754;0.1;0.1;2.5;80.00%;0.9;0.85;22355.2214137;5096.0361327;27451.2575464;6.7878788;1000;0.2;800
59.60%;6.69%;14.01%;1.85%;1.50%;0.31%;0.15%;0.20%;0.04%;15.66%;252.3355041;73.8386254;40.5592942;6739.9237066;84.21%;614.3090565;342.3006392;41.6053718;63.3582746;0.0524586;15.7762104;59.8901743;35.9984504;698.6662996;620.3904769;354.6051859;468.9022913;;71.22793579;1.2;80.00%;96.42%;0.05;143.5765839;3;148.0897064;0.03;0.02;64.68312073;0.754233640;98.00%;2.772182941;0.1;0.1;2.5;80.00%;0.9;0.85;20802.6858826;4491.7630735;25294.4489561;8.9088191;1000;0.2;800
52.70%;7.39%;22.58%;0.33%;0.56%;0.87%;0.03%;0.34%;0.03%;15.16%;223.1221656;47.8469973;44.4798646;5475.4116287;84.23%;543.3310717;308.2932124;43.2294713;69.9876905;0.1867159;17.4269349;66.1567097;48.5407097;708.9598211;749.5178160;446.9544201;565.2719846;;54.70449066;1.2;80.00%;99.86%;0.05;144.1310272;3;147.9050751;0.03;0.02;53.31078339;0.810086033;98.00%;2.641974449;0.1;0.1;2.5;80.00%;0.9;0.85;21614.7356433;4961.7532306;26576.4888739;7.1312585;1000;0.2;800
49.54%;6.76%;15.91%;1.21%;1.28%;0.89%;0.18%;0.40%;0.13%;23.70%;209.7433033;50.9663295;40.7309881;4271.1164918;83.64%;507.1894540;287.2928628;41.3281112;64.0212162;0.2795539;15.9412828;60.5168279;38.2606763;653.5781373;636.6584345;376.4416937;480.5998460;;57.73014832;1.2;80.00%;98.70%;0.05;141.1972656;3;148.8255615;0.03;0.02;58.09569168;0.787536747;98.00%;2.167280436;0.1;0.1;2.5;80.00%;0.9;0.85;20664.0556127;4538.7620892;25202.8177019;7.3284024;1000;0.2;800
57.52%;1.74%;20.85%;1.34%;0.26%;0.81%;0.16%;0.30%;0.08%;16.94%;243.5291644;80.8948409;11.5128808;6427.6821559;95.91%;675.2539092;354.7392995;38.3313949;16.4788337;0.0490351;4.1032296;15.5768166;10.4039019;420.1747857;461.9812300;497.4387564;350.3883657;;65.01007843;1.2;80.00%;99.70%;0.05;147.1134491;3;152.915863;0.03;0.02;64.56259155;0.754879369;98.00%;2.761576176;0.1;0.1;2.5;80.00%;0.9;0.85;19165.6974315;1168.2612478;20333.9586793;33.0574713;1000;0.2;800
49.10%;5.85%;14.26%;0.60%;0.32%;0.48%;0.28%;0.45%;0.12%;28.53%;207.8804237;42.5250696;35.3443470;5544.4389665;85.34%;512.8612124;286.6738660;37.2882881;55.4029755;0.1976857;13.7953409;52.3703318;39.4117391;600.0528418;551.4417007;346.4072596;416.5177505;;66.15209198;1.2;80.00%;98.51%;0.05;146.4595947;3;140.0397034;0.03;0.02;51.08901978;0.819805635;98.00%;2.972919464;0.1;0.1;2.5;80.00%;0.9;0.85;18644.1440388;3927.7748849;22571.9189236;8.3931624;1000;0.2;800
